year,BIOMASS,COAL_CONV,LI_BATTERY,NATGAS_CONV,NUCLEAR_CONV,SOLAR_FARM,WIND_FARM
2045,1.2381198,2.35704,23.006315999999998,0.6888,12.42,39.568519,30.703045999999997
2050,1.2381198,2.2556,24.795024,0.6888,12.42,43.236397,32.938282
2025,0.0,7.5059,0.1281,16.3716,12.42,5.4997556,6.7589325
2030,3.3666131,5.04524,14.24082,16.3327,12.42,29.150662,23.041537
2035,3.3666131,2.81574,15.559932,15.903979999999999,12.42,32.431625,26.330669
2040,3.3666131,2.4444,16.986966,5.02332,12.42,35.822335,29.499733
2045,3.3666131,2.35704,20.028866999999998,0.6888,12.42,41.502589,30.548604
2050,3.3666131,2.2556,21.975937000000002,0.6888,12.42,46.201753,32.759645
2025,0.0,7.5059,0.1281,16.3716,12.42,3.2925432,8.047691799999999
2030,2.865734,5.04524,17.785839,16.3327,12.42,37.245312,17.957951
2035,2.865734,2.81574,19.871572,15.903979999999999,12.42,41.417339,20.138047999999998
2040,2.865734,2.4444,21.976106,5.02332,12.42,45.655379,22.292664000000002
2045,2.865734,2.35704,24.080969,0.6888,12.42,49.894574,24.446835
2050,2.865734,2.2556,26.185831999999998,0.6888,12.42,54.133769,26.601005
2025,0.0,7.5059,0.1281,16.3716,12.42,6.6216748,6.29482
2030,3.7377718,5.04524,14.454278,16.3327,12.42,24.670518,25.751937
2035,3.7377718,2.81574,15.635111,15.903979999999999,12.42,27.234602,29.546689999999998
